symbol,review_status,requirement_status,documentation_status,layer,feature_group,checked,rationale,source_url,notes
CONFIG_EFI_EARLYCON,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_EMBEDDED_FIRMWARE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_ESRT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_GENERIC_STUB,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_HANDOVER_PROTOCOL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_MIXED,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_PARAMS_FROM_FDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_PARTITION,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_PGT_DUMP,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_RCI2_TABLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_RUNTIME_MAP,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_RUNTIME_WRAPPERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_SBAT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_SBAT_FILE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_SECRET,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_SOFT_RESERVE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_STUB,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_VARS_PSTORE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_VARS_PSTORE_DEFAULT_DISABLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFI_ZBOOT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EFS_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EHEA,TODO,UNRESOLVED,,,,0,,,
CONFIG_EINT_MTK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EISA,TODO,UNRESOLVED,,,,0,,,
CONFIG_EISA_NAMES,TODO,UNRESOLVED,,,,0,,,
CONFIG_EISA_PCI_EISA,TODO,UNRESOLVED,,,,0,,,
CONFIG_EISA_VIRTUAL_ROOT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EISA_VLB_PRIMING,TODO,UNRESOLVED,,,,0,,,
CONFIG_EL3,TODO,UNRESOLVED,,,,0,,,
CONFIG_ELAN_CPUFREQ,TODO,UNRESOLVED,,,,0,,,
CONFIG_ELECTRA_CF,TODO,UNRESOLVED,,,,0,,,
CONFIG_ELFCORE,TODO,UNRESOLVED,,,,0,,,
CONFIG_ELF_CORE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EMAC_ROCKCHIP,TODO,UNRESOLVED,,,,0,,,
CONFIG_EM_TIMER_STI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENABLE_DEFAULT_TRACERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENA_ETHERNET,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENC28J60,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENC28J60_WRITEVERIFY,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENCLOSURE_SERVICES,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENCRYPTED_KEYS,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENCX24J600,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENERGY_MODEL,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENS160,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENS160_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENS160_SPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENS210,TODO,UNRESOLVED,,,,0,,,
CONFIG_ENVELOPE_DETECTOR,TODO,UNRESOLVED,,,,0,,,
CONFIG_EP93XX_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EP93XX_DMA,TODO,UNRESOLVED,,,,0,,,
CONFIG_EP93XX_ETH,TODO,UNRESOLVED,,,,0,,,
CONFIG_EP93XX_SOC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EP93XX_TIMER,TODO,UNRESOLVED,,,,0,,,
CONFIG_EP93XX_WATCHDOG,TODO,UNRESOLVED,,,,0,,,
CONFIG_EPIC100,TODO,UNRESOLVED,,,,0,,,
CONFIG_EPOLL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EPROBE_EVENTS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EQUALIZER,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_BACKED_BY_FILE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_ONDEMAND,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_PCPU_KTHREAD,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_PCPU_KTHREAD_HIPRI,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_POSIX_ACL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_SECURITY,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_XATTR,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_ZIP,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_ZIP_ACCEL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_ZIP_DEFLATE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_ZIP_LZMA,TODO,UNRESOLVED,,,,0,,,
CONFIG_EROFS_FS_ZIP_ZSTD,TODO,UNRESOLVED,,,,0,,,
CONFIG_ET131X,TODO,UNRESOLVED,,,,0,,,
CONFIG_ETHERNET,TODO,UNRESOLVED,,,,0,,,
CONFIG_ETHOC,TODO,UNRESOLVED,,,,0,,,
CONFIG_ETHTOOL_NETLINK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EUROTECH_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVENTFD,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVENT_TRACE_STARTUP_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVENT_TRACE_TEST_SYSCALLS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVENT_TRACING,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVM,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVM_ADD_XATTRS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVM_ATTR_FSUUID,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVM_EXTRA_SMACK_XATTRS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVM_LOAD_X509,TODO,UNRESOLVED,,,,0,,,
CONFIG_EVM_X509_PATH,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXAR_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXCLUSIVE_SYSTEM_RAM,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXECMEM,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXEC_KUNIT_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXFAT_DEFAULT_IOCHARSET,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXFAT_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXPERT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXPORTFS,REVIEWED,TRANSITIVE,DOCUMENTED_PLATFORM,WSL_CONTROL,system-distro-overlay,1,Selected by OVERLAY_FS but already enabled in the mkroot-derived candidate; not a new candidate delta or independently proven requirement.,https://github.com/microsoft/WSL2-Linux-Kernel/blob/14794180686c2fb6307fbe359c359bec765249f3/fs/overlayfs/Kconfig,
CONFIG_EXPORTFS_BLOCK_OPS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT2_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT2_FS_POSIX_ACL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT2_FS_SECURITY,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT2_FS_XATTR,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT4_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT4_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT4_FS_POSIX_ACL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT4_FS_SECURITY,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT4_KUNIT_TESTS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT4_USE_FOR_EXT2,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_ADC_JACK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_AXP288,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_FSA9480,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_GPIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_INTEL_CHT_WC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_INTEL_INT3496,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_INTEL_MRFLD,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_LC824206XA,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_MAX14526,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_MAX14577,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_MAX3355,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_MAX77693,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_MAX77843,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_MAX8997,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_PALMAS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_PTN5150,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_QCOM_SPMI_MISC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_RT8973A,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_RTK_TYPE_C,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_SM5502,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_USBC_CROS_EC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_USBC_TUSB320,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTCON_USB_GPIO,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTENDED_MODVERSIONS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTRA_FIRMWARE,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXTRA_FIRMWARE_DIR,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXT_GROUP_SCHED,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS5422_DMC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_3250_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_4_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_5250_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_5260_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_5410_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_5420_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_ACPM_PROTOCOL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_ADC,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_ARM64_COMMON_CLK,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_ASV_ARM,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_AUDSS_CLK_CON,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_CHIPID,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_CLKOUT,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_IOMMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_IOMMU_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_IRQ_COMBINER,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_MBOX,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_PMU,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_PMU_ARM_DRIVERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_PM_DOMAINS,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_REGULATOR_COUPLER,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_SROM,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_THERMAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_EXYNOS_USI,TODO,UNRESOLVED,,,,0,,,
CONFIG_EZCHIP_NPS_MANAGEMENT_ENET,TODO,UNRESOLVED,,,,0,,,
CONFIG_EZX_PCAP,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_CHECK_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FAULT_INJECTION,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_COMPRESSION,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_LZ4,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_LZ4HC,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_LZO,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_LZORLE,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_POSIX_ACL,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_SECURITY,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_XATTR,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_FS_ZSTD,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_IOSTAT,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_STAT_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_F2FS_UNFAIR_RWSEM,TODO,UNRESOLVED,,,,0,,,
CONFIG_F71808E_WDT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAILOVER,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAILSLAB,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_FUNCTION,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_FUTEX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_IO_TIMEOUT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_MAKE_REQUEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_MMC_REQUEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_PAGE_ALLOC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_SKB_REALLOC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIL_SUNRPC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAIR_GROUP_SCHED,TODO,UNRESOLVED,,,,0,,,
CONFIG_FANOTIFY,TODO,UNRESOLVED,,,,0,,,
CONFIG_FANOTIFY_ACCESS_PERMISSIONS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FARADAY_FTINTC010,TODO,UNRESOLVED,,,,0,,,
CONFIG_FARSYNC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAT_DEFAULT_CODEPAGE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAT_DEFAULT_IOCHARSET,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAT_DEFAULT_UTF8,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAT_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAT_KUNIT_TEST,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAULT_INJECTION,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAULT_INJECTION_CONFIGFS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAULT_INJECTION_DEBUG_FS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAULT_INJECTION_STACKTRACE_FILTER,TODO,UNRESOLVED,,,,0,,,
CONFIG_FAULT_INJECTION_USERCOPY,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB,TODO,UNRESOLVED,,,,0,,,
CONFIG_FBNIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_3DFX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_3DFX_ACCEL,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_3DFX_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_68328,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ACORN,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_AMIGA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_AMIGA_AGA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_AMIGA_ECS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_AMIGA_OCS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_APOLLO,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ARC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ARK,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ASILIANT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATARI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATMEL,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY128,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY128_BACKLIGHT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY_BACKLIGHT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY_CT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY_GENERIC_LCD,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_ATY_GX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_AU1100,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_AU1200,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_BACKLIGHT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_BIG_ENDIAN,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_BOTH_ENDIAN,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_BROADSHEET,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_BW2,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CARMINE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CARMINE_DRAM_EVAL,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CFB_COPYAREA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CFB_FILLRECT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CFB_IMAGEBLIT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CFB_REV_PIXELS_IN_BYTE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CG14,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CG3,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CG6,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CIRRUS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CLPS711X,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_COBALT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CONTROL,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CORE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CT65550,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CYBER2000,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CYBER2000_DDC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_CYBER2000_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_DDC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_DEFERRED_IO,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_DEVICE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_DMAMEM_HELPERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_DMAMEM_HELPERS_DEFERRED,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_EFI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_EP93XX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_FFB,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_FM2,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_FOREIGN_ENDIAN,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_FSL_DIU,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_G364,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GBE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GBE_MEM,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GEODE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GEODE_GX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GEODE_GX1,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GEODE_LX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GOLDFISH,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_GRVGA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_HECUBA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_HGA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_HIT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_HP300,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_HYPERV,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_I740,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_I810,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_I810_GTF,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_I810_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_IBM_GXT4500,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_IMSTT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_IMX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_IOMEM_FOPS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_IOMEM_HELPERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_IOMEM_HELPERS_DEFERRED,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_KYRO,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_LEO,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_LITTLE_ENDIAN,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_LOGO_EXTRA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MAC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MACMODES,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MATROX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MATROX_G,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MATROX_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MATROX_MAVEN,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MATROX_MILLENIUM,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MATROX_MYSTIQUE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MAXINE,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MB862XX,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MB862XX_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MB862XX_LIME,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MB862XX_PCI_GDC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_METRONOME,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_MODE_HELPERS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_N411,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_NEOMAGIC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_NOTIFY,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_NVIDIA,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_NVIDIA_BACKLIGHT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_NVIDIA_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_NVIDIA_I2C,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OF,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_CONNECTOR_ANALOG_TV,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_CONNECTOR_DVI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_CONNECTOR_HDMI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DEBUG_SUPPORT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_COLLECT_IRQ_STATS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_DEBUG,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_DEBUGFS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_DPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_DSI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_HDMI_COMMON,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_INIT,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_MIN_FCK_PER_PCK,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_SDI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_SLEEP_AFTER_VENC_RESET,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_DSS_VENC,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_ENCODER_OPA362,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_ENCODER_TFP410,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_ENCODER_TPD12S015,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_NUM_FBS,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_PANEL_DPI,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_PANEL_DSI_CM,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_PANEL_LGPHILIPS_LB035Q02,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_PANEL_NEC_NL8048HL11,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_PANEL_SHARP_LS037V7DW01,TODO,UNRESOLVED,,,,0,,,
CONFIG_FB_OMAP2_PANEL_SONY_ACX565AKM,TODO,UNRESOLVED,,,,0,,,
